	BioProject	Sample	Read1_before	Read1_after	Read2_before	Read2_after	Adapter_trimmed	Kraken_total	Classified_reads	Classified_%	Unclassified_reads	Unclassified_%	File
2060	PRJNA1237248	SRR32733137	35230637	35216521			0	35216521	29988526	85.15	5227995	14.85	234325_359_PRJNA1237248_SRR32733137.err
2061	PRJNA1237248	SRR32733668	35580942	35564683			0	35564683	31665268	89.04	3899415	10.96	234325_177_PRJNA1237248_SRR32733668.err
2062	PRJNA1237248	SRR32732963	50525888	50505199			0	50505199	42342348	83.84	8162851	16.16	234325_437_PRJNA1237248_SRR32732963.err
2063	PRJNA1237248	SRR32733271	40069813	40052074			0	40052074	36082320	90.09	3969754	9.91	234325_8_PRJNA1237248_SRR32733271.err
2064	PRJNA1167935	SRR30861118	17114843	16281707	17114843	16281707	221426	32563414	12001974	36.86	20561440	63.14	234217_17_PRJNA1167935_SRR30861118.err
2065	PRJEB72524		12819455	12199207	12819455	12199207	563370	24398414	21725258	89.04	2673156	10.96	694103_1_PRJEB72524_ERR14205114.err
2067	PRJNA1237248	SRR32733353	43603492	43583635			0	43583635	39591375	90.84	3992260	9.16	234325_202_PRJNA1237248_SRR32733353.err
2068	PRJNA1237248	SRR32733647	64120308	64092792			0	64092792	55649232	86.83	8443560	13.17	234325_330_PRJNA1237248_SRR32733647.err
2069	PRJNA429097	SRR6456352	19922883	18008709	19922883	18008709	80280	36017418	32963931	91.52	3053487	8.48	693416_160_PRJNA429097_SRR6456352.err
2070	PRJNA429097	SRR6456167	21093503	19368337	21093503	19368337	142910	38736674	31108357	80.31	7628317	19.69	693416_11_PRJNA429097_SRR6456167.err
2071	PRJEB72524		16011765	15279226	16011765	15279226	699738	30558452	26351626	86.23	4206826	13.77	694103_0_PRJEB72524_ERR14205076.err
2072	PRJNA1167935	SRR30861132	38680653	36931283	38680653	36931283	21956	73862566	64766679	87.69	9095887	12.31	234217_34_PRJNA1167935_SRR30861132.err
2073	PRJNA1237248	SRR32733403	46957586	46936388			0	46936388	40495831	86.28	6440557	13.72	234325_142_PRJNA1237248_SRR32733403.err
2075	PRJNA429097	SRR6456241	16960069	15877068	16960069	15877068	106538	31754136	28191064	88.78	3563072	11.22	693416_145_PRJNA429097_SRR6456241.err
2076	PRJNA1237248	SRR32733295	42844951	42827611			0	42827611	38351032	89.55	4476579	10.45	234325_808_PRJNA1237248_SRR32733295.err
2079	PRJNA1237248	SRR32733050	45826952	45805269			0	45805269	39727985	86.73	6077284	13.27	234325_820_PRJNA1237248_SRR32733050.err
2080	PRJNA447983	SRR6915093	11264060	10996576	11264060	10996576	30920	21993152	19760274	89.85	2232878	10.15	693749_43_PRJNA447983_SRR6915093.err
2085	PRJNA1237248	SRR32732887	47206072	47187141			0	47187141	42767188	90.63	4419953	9.37	234325_471_PRJNA1237248_SRR32732887.err
2087	PRJNA429097	SRR6456150	14223363	13358943	14223363	13358943	38180	26717886	19563724	73.22	7154162	26.78	693416_80_PRJNA429097_SRR6456150.err
2088	PRJNA763023	SRR16124233	41696736	40893431	41696736	40893431	2686982	81786862	73267422	89.58	8519440	10.42	693415_77_PRJNA763023_SRR16124233.err
2089	PRJNA763023	SRR16124288	35737604	35235245	35737604	35235245	2284838	70470490	61377372	87.10	9093118	12.90	693415_21_PRJNA763023_SRR16124288.err
2091	PRJEB59350		53593609	49674130	53593609	49674130	89046	99348260	84598128	85.15	14750132	14.85	234322_72_PRJEB59350_ERR10818576.err
2092	PRJNA731589	SRR14610630	39872406	39275062	39872406	39275062	126562	78550124	73491107	93.56	5059017	6.44	693420_49_PRJNA731589_SRR14610630.err
2093	PRJNA1237248	SRR32733627	36654511	36640139			0	36640139	31814396	86.83	4825743	13.17	234325_699_PRJNA1237248_SRR32733627.err
2094	PRJNA1237248	SRR32732905	34149451	34132342			0	34132342	30898192	90.52	3234150	9.48	234325_223_PRJNA1237248_SRR32732905.err
2096	PRJEB72523		14291705	13741379	14291705	13741379	7982	27482758	24326560	88.52	3156198	11.48	234221_121_PRJEB72523_ERR14134660.err
2098	PRJEB72523		8864525	8577117	8864525	8577117	20120	17154234	15097692	88.01	2056542	11.99	234221_65_PRJEB72523_ERR14129578.err
2099	PRJNA429097	SRR6456186	21666733	20015842	21666733	20015842	68046	40031684	34558010	86.33	5473674	13.67	693416_69_PRJNA429097_SRR6456186.err
2100	PRJNA429097	SRR6456210	19805925	18824390	19805925	18824390	340095	37648780	32480538	86.27	5168242	13.73	693416_27_PRJNA429097_SRR6456210.err
2101	PRJNA1237248	SRR32733507	44483028	44462927			0	44462927	39324334	88.44	5138593	11.56	234325_176_PRJNA1237248_SRR32733507.err
2102	PRJEB72526		23423127	22101517	23423127	22101517	95850	44203034	39256214	88.81	4946820	11.19	234324_42_PRJEB72526_ERR14218630.err
2103	PRJNA447983	SRR6915094	48781963	47601419	48781963	47601419	219144	95202838	85905645	90.23	9297193	9.77	693749_4_PRJNA447983_SRR6915094.err
2104	PRJNA1237248	SRR32733329	50409057	50390343			0	50390343	43561263	86.45	6829080	13.55	234325_22_PRJNA1237248_SRR32733329.err
2105	PRJEB72523		54850089	52859061	54850089	52859061	24360	105718122	92984287	87.95	12733835	12.05	234221_136_PRJEB72523_ERR14141122.err
2106	PRJEB72524		49654738	46876115	49654738	46876115	2315354	93752230	80966937	86.36	12785293	13.64	694103_96_PRJEB72524_ERR14205104.err
2107	PRJNA1237248	SRR32733067	42433385	42419139			0	42419139	37438742	88.26	4980397	11.74	234325_737_PRJNA1237248_SRR32733067.err
